english_sentence,source_name
"Said the mouse to the cur, Such a trial, dear sir, With no jury or judge, would be wasting our breath",Project Gutenberg - Alice in Wonderland
"Ill be judge, Ill be jury, Said cunning old Fury: Ill try the whole cause, and condemn you to death",Project Gutenberg - Alice in Wonderland
You are not attending,Project Gutenberg - Alice in Wonderland
said the Mouse to Alice severely,Project Gutenberg - Alice in Wonderland
What areyou thinking of,Project Gutenberg - Alice in Wonderland
"I beg your pardon, said Alice very humbly: you had got to the fifthbend, I think",Project Gutenberg - Alice in Wonderland
"cried the Mouse, sharply and very angrily",Project Gutenberg - Alice in Wonderland
"said Alice, always ready to make herself useful, and lookinganxiously about her",Project Gutenberg - Alice in Wonderland
"Oh, do let me help to undo it",Project Gutenberg - Alice in Wonderland
"I shall do nothing of the sort, said the Mouse, getting up andwalking away",Project Gutenberg - Alice in Wonderland
You insult me by talking such nonsense,Project Gutenberg - Alice in Wonderland
I didnt mean it,Project Gutenberg - Alice in Wonderland
"But youre so easily offended,you know",Project Gutenberg - Alice in Wonderland
The Mouse only growled in reply,Project Gutenberg - Alice in Wonderland
Please come back and finish your story,Project Gutenberg - Alice in Wonderland
"Alice called after it; andthe others all joined in chorus, Yes, please do",Project Gutenberg - Alice in Wonderland
"but the Mouse onlyshook its head impatiently, and walked a little quicker",Project Gutenberg - Alice in Wonderland
What a pity it wouldnt stay,Project Gutenberg - Alice in Wonderland
"sighed the Lory, as soon as it wasquite out of sight; and an old Crab took the opportunity of saying toher daughter Ah, my dear",Project Gutenberg - Alice in Wonderland
Let this be a lesson to you never to loseyour temper,Project Gutenberg - Alice in Wonderland
"Hold your tongue, Ma",Project Gutenberg - Alice in Wonderland
"said the young Crab, a littlesnappishly",Project Gutenberg - Alice in Wonderland
Youre enough to try the patience of an oyster,Project Gutenberg - Alice in Wonderland
"I wish I had our Dinah here, I know I do",Project Gutenberg - Alice in Wonderland
"said Alice aloud,addressing nobody in particular",Project Gutenberg - Alice in Wonderland
Shed soon fetch it back,Project Gutenberg - Alice in Wonderland
"And who is Dinah, if I might venture to ask the question",Project Gutenberg - Alice in Wonderland
"Alice replied eagerly, for she was always ready to talk about her pet:Dinahs our cat",Project Gutenberg - Alice in Wonderland
And shes such a capital one for catching mice youcant think,Project Gutenberg - Alice in Wonderland
"And oh, I wish you could see her after the birds",Project Gutenberg - Alice in Wonderland
"Why,shell eat a little bird as soon as look at it",Project Gutenberg - Alice in Wonderland
This speech caused a remarkable sensation among the party,Project Gutenberg - Alice in Wonderland
"Some of thebirds hurried off at once: one old Magpie began wrapping itself up verycarefully, remarking, I really must be getting home; the nightairdoesnt suit my throat",Project Gutenberg - Alice in Wonderland
"and a Canary called out in a trembling voiceto its children, Come away, my dears",Project Gutenberg - Alice in Wonderland
Its high time you were all inbed,Project Gutenberg - Alice in Wonderland
"On various pretexts they all moved off, and Alice was soon leftalone",Project Gutenberg - Alice in Wonderland
I wish I hadnt mentioned Dinah,Project Gutenberg - Alice in Wonderland
she said to herself in a melancholytone,Project Gutenberg - Alice in Wonderland
"Nobody seems to like her, down here, and Im sure shes the bestcat in the world",Project Gutenberg - Alice in Wonderland
"Oh, my dear Dinah",Project Gutenberg - Alice in Wonderland
I wonder if I shall ever see youany more,Project Gutenberg - Alice in Wonderland
"And here poor Alice began to cry again, for she felt verylonely and lowspirited",Project Gutenberg - Alice in Wonderland
Oh my dear paws,Project Gutenberg - Alice in Wonderland
Ohmy fur and whiskers,Project Gutenberg - Alice in Wonderland
"Shell get me executed, as sure as ferrets areferrets",Project Gutenberg - Alice in Wonderland
"Where can I have dropped them, I wonder",Project Gutenberg - Alice in Wonderland
"Very soon the Rabbit noticed Alice, as she went hunting about, andcalled out to her in an angry tone, Why, Mary Ann, what are youdoing out here",Project Gutenberg - Alice in Wonderland
"Run home this moment, and fetch me a pair of gloves anda fan",Project Gutenberg - Alice in Wonderland
"And Alice was so much frightened that she ran offat once in the direction it pointed to, without trying to explain themistake it had made",Project Gutenberg - Alice in Wonderland
"He took me for his housemaid, she said to herself as she ran",Project Gutenberg - Alice in Wonderland
Howsurprised hell be when he finds out who I am,Project Gutenberg - Alice in Wonderland
"But Id better take himhis fan and glovesthat is, if I can find them",Project Gutenberg - Alice in Wonderland
"As she said this, shecame upon a neat little house, on the door of which was a bright brassplate with the name W",Project Gutenberg - Alice in Wonderland
"RABBIT, engraved upon it",Project Gutenberg - Alice in Wonderland
"How queer it seems, Alice said to herself, to be going messages fora rabbit",Project Gutenberg - Alice in Wonderland
I suppose Dinahll be sending me on messages next,Project Gutenberg - Alice in Wonderland
And shebegan fancying the sort of thing that would happen: Miss Alice,Project Gutenberg - Alice in Wonderland
"Comehere directly, and get ready for your walk",Project Gutenberg - Alice in Wonderland
"Coming in a minute,nurse",Project Gutenberg - Alice in Wonderland
But Ive got to see that the mouse doesnt get out,Project Gutenberg - Alice in Wonderland
"Only Idont think, Alice went on, that theyd let Dinah stop in the houseif it began ordering people about like that",Project Gutenberg - Alice in Wonderland
"There was no labelthis time with the words DRINK ME, but nevertheless she uncorked itand put it to her lips",Project Gutenberg - Alice in Wonderland
"I know something interesting is sure tohappen, she said to herself, whenever I eat or drink anything; soIll just see what this bottle does",Project Gutenberg - Alice in Wonderland
"I do hope itll make me grow largeagain, for really Im quite tired of being such a tiny little thing",Project Gutenberg - Alice in Wonderland
it was too late to wish that,Project Gutenberg - Alice in Wonderland
What will become of me,Project Gutenberg - Alice in Wonderland
"It was much pleasanter at home, thought poor Alice, when one wasntalways growing larger and smaller, and being ordered about by mice andrabbits",Project Gutenberg - Alice in Wonderland
"I almost wish I hadnt gone down that rabbitholeand yetandyetits rather curious, you know, this sort of life",Project Gutenberg - Alice in Wonderland
I do wonder whatcan have happened to me,Project Gutenberg - Alice in Wonderland
"When I used to read fairytales, I fanciedthat kind of thing never happened, and now here I am in the middle ofone",Project Gutenberg - Alice in Wonderland
"There ought to be a book written about me, that there ought",Project Gutenberg - Alice in Wonderland
"Andwhen I grow up, Ill write onebut Im grown up now, she added in asorrowful tone; at least theres no room to grow up any more here",Project Gutenberg - Alice in Wonderland
"But then, thought Alice, shall I never get any older than I amnow",Project Gutenberg - Alice in Wonderland
"Thatll be a comfort, one waynever to be an old womanbutthenalways to have lessons to learn",Project Gutenberg - Alice in Wonderland
"Oh, I shouldnt like that",Project Gutenberg - Alice in Wonderland
"Oh, you foolish Alice",Project Gutenberg - Alice in Wonderland
How can you learnlessons in here,Project Gutenberg - Alice in Wonderland
"Why, theres hardly room for you, and no room at allfor any lessonbooks",Project Gutenberg - Alice in Wonderland
Fetch me my gloves this moment,Project Gutenberg - Alice in Wonderland
Then came a little pattering of feet on the stairs,Project Gutenberg - Alice in Wonderland
"Presently the Rabbit came up to the door, and tried to open it; but, asthe door opened inwards, and Alices elbow was pressed hard against it,that attempt proved a failure",Project Gutenberg - Alice in Wonderland
Alice heard it say to itself Then Illgo round and get in at the window,Project Gutenberg - Alice in Wonderland
"thought Alice, and, after waiting till she fanciedshe heard the Rabbit just under the window, she suddenly spread out herhand, and made a snatch in the air",Project Gutenberg - Alice in Wonderland
Next came an angry voicethe RabbitsPat,Project Gutenberg - Alice in Wonderland
"Andthen a voice she had never heard before, Sure then Im here",Project Gutenberg - Alice in Wonderland
"Diggingfor apples, yer honour",Project Gutenberg - Alice in Wonderland
"Digging for apples, indeed",Project Gutenberg - Alice in Wonderland
said the Rabbit angrily,Project Gutenberg - Alice in Wonderland
Come andhelp me out of this,Project Gutenberg - Alice in Wonderland
Sounds of more broken glass,Project Gutenberg - Alice in Wonderland
"Now tell me, Pat, whats that in the window",Project Gutenberg - Alice in Wonderland
"Sure, its an arm, yer honour",Project Gutenberg - Alice in Wonderland
He pronounced it arrum,Project Gutenberg - Alice in Wonderland
"An arm, you goose",Project Gutenberg - Alice in Wonderland
Who ever saw one that size,Project Gutenberg - Alice in Wonderland
"Why, it fills the wholewindow",Project Gutenberg - Alice in Wonderland
"Sure, it does, yer honour: but its an arm for all that",Project Gutenberg - Alice in Wonderland
"Well, its got no business there, at any rate: go and take it away",Project Gutenberg - Alice in Wonderland
"There was a long silence after this, and Alice could only hear whispersnow and then; such as, Sure, I dont like it, yer honour, at all, atall",Project Gutenberg - Alice in Wonderland
"Do as I tell you, you coward",Project Gutenberg - Alice in Wonderland
"and at last she spread out herhand again, and made another snatch in the air",Project Gutenberg - Alice in Wonderland
"This time there weretwo little shrieks, and more sounds of broken glass",Project Gutenberg - Alice in Wonderland
What a numberof cucumberframes there must be,Project Gutenberg - Alice in Wonderland
I wonder whattheyll do next,Project Gutenberg - Alice in Wonderland
"As for pulling me out of the window, I only wish theycould",Project Gutenberg - Alice in Wonderland
Im sure I dont want to stay in here any longer,Project Gutenberg - Alice in Wonderland
"Why, I hadnt to bring but one; Bills got the otherBill",Project Gutenberg - Alice in Wonderland
"fetch it here, lad",Project Gutenberg - Alice in Wonderland
"Here, put em up at this cornerNo, tie emtogether firstthey dont reach half high enough yetOh",Project Gutenberg - Alice in Wonderland
"theyll dowell enough; dont be particularHere, Bill",Project Gutenberg - Alice in Wonderland
catch hold of thisropeWill the roof bear,Project Gutenberg - Alice in Wonderland
"Mind that loose slateOh, its coming down",Project Gutenberg - Alice in Wonderland
"a loud crashNow, who did that",Project Gutenberg - Alice in Wonderland
"It was Bill, IfancyWhos to go down the chimney",Project Gutenberg - Alice in Wonderland
"That I wont, then",Project Gutenberg - Alice in Wonderland
"Bills to go downHere, Bill",Project Gutenberg - Alice in Wonderland
the master saysyoure to go down the chimney,Project Gutenberg - Alice in Wonderland
"So Bills got to come down the chimney, has he",Project Gutenberg - Alice in Wonderland
"Shy, they seem to put everything upon Bill",Project Gutenberg - Alice in Wonderland
"I wouldnt be inBills place for a good deal: this fireplace is narrow, to be sure; butI think I can kick a little",Project Gutenberg - Alice in Wonderland
The first thing she heard was a general chorus of There goes Bill,Project Gutenberg - Alice in Wonderland
"then the Rabbits voice alongCatch him, you by the hedge",Project Gutenberg - Alice in Wonderland
"thensilence, and then another confusion of voicesHold up his headBrandynowDont choke himHow was it, old fellow",Project Gutenberg - Alice in Wonderland
What happened to you,Project Gutenberg - Alice in Wonderland
Tellus all about it,Project Gutenberg - Alice in Wonderland
"So you did, old fellow",Project Gutenberg - Alice in Wonderland
We must burn the house down,Project Gutenberg - Alice in Wonderland
"said the Rabbits voice; and Alicecalled out as loud as she could, If you do, Ill set Dinah at you",Project Gutenberg - Alice in Wonderland
